,名称,类型,数据来源,频率,源数据映射,是否默认获取,type
539,debt_to_eqt,float64,fina_indicator,NA,,True,stock
540,q_exp_to_sales,object,fina_indicator,NA,,False,stock
541,impai_ttm,object,fina_indicator,NA,,True,stock
542,working_capital,object,fina_indicator,NA,,True,stock
543,netprofit_margin,float64,fina_indicator,NA,,True,stock
544,int_to_talcap,object,fina_indicator,NA,,True,stock
545,ar_turn,object,fina_indicator,NA,,True,stock
546,q_gc_to_gr,object,fina_indicator,NA,,True,stock
547,profit_prefin_exp,object,fina_indicator,NA,,False,stock
548,tangasset_to_intdebt,object,fina_indicator,NA,,True,stock
549,surplus_rese_ps,float64,fina_indicator,NA,,True,stock
550,bps,float64,fina_indicator,NA,,True,stock
551,cfps,float64,fina_indicator,NA,,True,stock
552,arturn_days,object,fina_indicator,NA,,False,stock
553,q_gr_yoy,object,fina_indicator,NA,,False,stock
554,interestdebt,object,fina_indicator,NA,,True,stock
555,q_profit_to_gr,float64,fina_indicator,NA,,False,stock
556,total_revenue_ps,float64,fina_indicator,NA,,True,stock
557,eqt_yoy,float64,fina_indicator,NA,,True,stock
558,interst_income,object,fina_indicator,NA,,False,stock
559,capitalized_to_da,float64,fina_indicator,NA,,False,stock
560,q_roe,float64,fina_indicator,NA,,True,stock
561,saleexp_to_gr,object,fina_indicator,NA,,True,stock
562,capital_rese_ps,float64,fina_indicator,NA,,True,stock
563,q_op_yoy,object,fina_indicator,NA,,False,stock
564,gc_of_gr,object,fina_indicator,NA,,True,stock
565,profit_to_gr,float64,fina_indicator,NA,,True,stock
566,roe_waa,float64,fina_indicator,NA,,True,stock
567,tbassets_to_totalassets,object,fina_indicator,NA,,True,stock
568,ocf_to_or,float64,fina_indicator,NA,,False,stock
569,end_date,object,fina_indicator,NA,,True,stock
570,fcff_ps,object,fina_indicator,NA,,True,stock
571,roic_yearly,object,fina_indicator,NA,,False,stock
572,nop_to_ebt,float64,fina_indicator,NA,,False,stock
573,valuechange_income,float64,fina_indicator,NA,,False,stock
574,currentdebt_to_debt,object,fina_indicator,NA,,True,stock
575,opincome_of_ebt,float64,fina_indicator,NA,,False,stock
576,cash_to_liqdebt_withinterest,object,fina_indicator,NA,,False,stock
577,dp_assets_to_eqt,float64,fina_indicator,NA,,True,stock
578,fcff,object,fina_indicator,NA,,True,stock
579,ebit,object,fina_indicator,NA,,True,stock
580,dt_eps_yoy,object,fina_indicator,NA,,True,stock
581,expense_of_sales,object,fina_indicator,NA,,True,stock
582,noncurrent_exint,object,fina_indicator,NA,,True,stock
583,assets_to_eqt,float64,fina_indicator,NA,,True,stock
584,q_saleexp_to_gr,object,fina_indicator,NA,,True,stock
585,netprofit_yoy,float64,fina_indicator,NA,,True,stock
586,ts_code,object,fina_indicator,NA,,True,stock
587,eqt_to_interestdebt,object,fina_indicator,NA,,True,stock
588,fixed_assets,float64,fina_indicator,NA,,True,stock
589,roe,float64,fina_indicator,NA,,True,stock
590,retained_earnings,float64,fina_indicator,NA,,True,stock
591,tangibleasset_to_netdebt,object,fina_indicator,NA,,True,stock
592,q_netprofit_yoy,object,fina_indicator,NA,,False,stock
593,q_adminexp_to_gr,object,fina_indicator,NA,,False,stock
594,rd_exp,object,fina_indicator,NA,,False,stock
595,ebitda_to_debt,object,fina_indicator,NA,,False,stock
596,gross_margin,object,fina_indicator,NA,,True,stock
597,q_ocf_to_sales,object,fina_indicator,NA,,True,stock
598,ocf_to_interestdebt,object,fina_indicator,NA,,False,stock
599,undist_profit_ps,float64,fina_indicator,NA,,True,stock
600,cash_to_liqdebt,object,fina_indicator,NA,,False,stock
601,op_to_liqdebt,object,fina_indicator,NA,,False,stock
602,q_netprofit_qoq,object,fina_indicator,NA,,False,stock
603,tax_to_ebt,float64,fina_indicator,NA,,False,stock
604,dt_netprofit_yoy,object,fina_indicator,NA,,True,stock
605,or_yoy,float64,fina_indicator,NA,,True,stock
606,q_profit_yoy,object,fina_indicator,NA,,False,stock
607,nca_to_assets,object,fina_indicator,NA,,True,stock
608,op_yoy,float64,fina_indicator,NA,,True,stock
609,basic_eps_yoy,float64,fina_indicator,NA,,True,stock
610,fcfe,object,fina_indicator,NA,,True,stock
611,assets_yoy,float64,fina_indicator,NA,,True,stock
612,tangible_asset,object,fina_indicator,NA,,True,stock
613,ocfps,float64,fina_indicator,NA,,True,stock
614,fcfe_ps,object,fina_indicator,NA,,True,stock
615,q_impair_to_gr_ttm,object,fina_indicator,NA,,False,stock
616,longdebt_to_workingcapital,object,fina_indicator,NA,,False,stock
617,dt_eps,object,fina_indicator,NA,,True,stock
618,ca_to_assets,object,fina_indicator,NA,,True,stock
619,q_opincome,float64,fina_indicator,NA,,False,stock
620,turn_days,object,fina_indicator,NA,,True,stock
621,invest_capital,object,fina_indicator,NA,,True,stock
622,cogs_of_sales,object,fina_indicator,NA,,True,stock
623,ocf_to_profit,float64,fina_indicator,NA,,False,stock
624,roe_avg,float64,fina_indicator,NA,,False,stock
625,total_fa_trun,float64,fina_indicator,NA,,False,stock
626,npta,float64,fina_indicator,NA,,True,stock
627,dtprofit_to_profit,float64,fina_indicator,NA,,False,stock
628,networking_capital,object,fina_indicator,NA,,True,stock
629,inv_turn,object,fina_indicator,NA,,False,stock
630,ebit_to_interest,object,fina_indicator,NA,,False,stock
631,non_op_profit,float64,fina_indicator,NA,,False,stock
632,cfps_yoy,float64,fina_indicator,NA,,True,stock
633,q_netprofit_margin,float64,fina_indicator,NA,,False,stock
634,ocf_yoy,float64,fina_indicator,NA,,True,stock
635,fa_turn,object,fina_indicator,NA,,True,stock
636,diluted2_eps,float64,fina_indicator,NA,,True,stock
637,q_salescash_to_or,object,fina_indicator,NA,,False,stock
638,grossprofit_margin,object,fina_indicator,NA,,True,stock
639,finaexp_of_gr,object,fina_indicator,NA,,True,stock
640,ts_code,object,namechange,NA,,True,stock
641,name,object,namechange,NA,,True,stock
642,start_date,object,namechange,NA,,True,stock
643,end_date,object,namechange,NA,,True,stock
644,ann_date,object,namechange,NA,,True,stock
645,change_reason,object,namechange,NA,,True,stock
646,ts_code,object,hs_const,NA,,True,stock
647,hs_type,object,hs_const,NA,,True,stock
648,in_date,object,hs_const,NA,,True,stock
649,out_date,object,hs_const,NA,,True,stock
650,is_new,object,hs_const,NA,,True,stock
651,ts_code,object,stock_company,NA,,True,stock
652,com_name,object,stock_company,NA,,True,stock
653,com_id,object,stock_company,NA,,True,stock
654,chairman,object,stock_company,NA,,True,stock
655,manager,object,stock_company,NA,,True,stock
656,secretary,object,stock_company,NA,,True,stock
657,reg_capital,float64,stock_company,NA,,True,stock
658,setup_date,object,stock_company,NA,,True,stock
659,province,object,stock_company,NA,,True,stock
660,city,object,stock_company,NA,,True,stock
661,introduction,object,stock_company,NA,,True,stock
662,website,object,stock_company,NA,,True,stock
663,email,object,stock_company,NA,,True,stock
664,office,object,stock_company,NA,,True,stock
665,business_scope,object,stock_company,NA,,True,stock
666,employees,int64,stock_company,NA,,True,stock
667,main_business,object,stock_company,NA,,True,stock
668,exchange,object,stock_company,NA,,True,stock
669,ts_code,object,stk_rewards,NA,,True,stock
670,ann_date,object,stk_rewards,NA,,True,stock
671,end_date,object,stk_rewards,NA,,True,stock
672,name,object,stk_rewards,NA,,True,stock
673,title,object,stk_rewards,NA,,True,stock
674,reward,float64,stk_rewards,NA,,True,stock
675,hold_vol,float64,stk_rewards,NA,,True,stock
676,ts_code,object,new_share,NA,,True,stock
677,sub_code,object,new_share,NA,,True,stock
678,name,object,new_share,NA,,True,stock
679,ipo_date,object,new_share,NA,,True,stock
680,issue_date,object,new_share,NA,,True,stock
681,amount,float64,new_share,NA,,True,stock
682,market_amount,float64,new_share,NA,,True,stock
683,price,float64,new_share,NA,,True,stock
684,pe,float64,new_share,NA,,True,stock
685,limit_amount,float64,new_share,NA,,True,stock
686,funds,float64,new_share,NA,,True,stock
687,ballot,float64,new_share,NA,,True,stock
688,ts_code,object,adj_factor,NA,,True,stock
689,trade_date,object,adj_factor,NA,,True,stock
690,adj_factor,float64,adj_factor,NA,,True,stock
691,ts_code,object,moneyflow,NA,,True,stock
692,trade_date,object,moneyflow,NA,,True,stock
693,buy_sm_vol,int64,moneyflow,NA,,True,stock
694,buy_sm_amount,float64,moneyflow,NA,,True,stock
695,sell_sm_vol,int64,moneyflow,NA,,True,stock
696,sell_sm_amount,float64,moneyflow,NA,,True,stock
697,buy_md_vol,int64,moneyflow,NA,,True,stock
698,buy_md_amount,float64,moneyflow,NA,,True,stock
699,sell_md_vol,int64,moneyflow,NA,,True,stock
700,sell_md_amount,float64,moneyflow,NA,,True,stock
701,buy_lg_vol,int64,moneyflow,NA,,True,stock
702,buy_lg_amount,float64,moneyflow,NA,,True,stock
703,sell_lg_vol,int64,moneyflow,NA,,True,stock
704,sell_lg_amount,float64,moneyflow,NA,,True,stock
705,buy_elg_vol,int64,moneyflow,NA,,True,stock
706,buy_elg_amount,float64,moneyflow,NA,,True,stock
707,sell_elg_vol,int64,moneyflow,NA,,True,stock
708,sell_elg_amount,float64,moneyflow,NA,,True,stock
709,net_mf_vol,int64,moneyflow,NA,,True,stock
710,net_mf_amount,float64,moneyflow,NA,,True,stock
711,down_limit,float64,stk_limit,NA,,True,stock
712,ts_code,object,stk_limit,NA,,True,stock
713,trade_date,object,stk_limit,NA,,True,stock
714,up_limit,float64,stk_limit,NA,,True,stock
715,pre_close,float64,stk_limit,NA,,False,stock
716,ts_code,object,suspend_d,NA,,True,stock
717,trade_date,object,suspend_d,NA,,True,stock
718,suspend_timing,object,suspend_d,NA,,True,stock
719,suspend_type,object,suspend_d,NA,,True,stock
720,trade_date,object,moneyflow_hsgt,NA,,True,stock
721,ggt_ss,object,moneyflow_hsgt,NA,,True,stock
722,ggt_sz,object,moneyflow_hsgt,NA,,True,stock
723,hgt,object,moneyflow_hsgt,NA,,True,stock
724,sgt,object,moneyflow_hsgt,NA,,True,stock
725,north_money,object,moneyflow_hsgt,NA,,True,stock
726,south_money,object,moneyflow_hsgt,NA,,True,stock
727,trade_date,object,hsgt_top10,NA,,True,stock
728,ts_code,object,hsgt_top10,NA,,True,stock
729,name,object,hsgt_top10,NA,,True,stock
730,close,float64,hsgt_top10,NA,,True,stock
731,change,float64,hsgt_top10,NA,,True,stock
732,rank,int64,hsgt_top10,NA,,True,stock
733,market_type,int64,hsgt_top10,NA,,True,stock
734,amount,float64,hsgt_top10,NA,,True,stock
735,net_amount,float64,hsgt_top10,NA,,True,stock
736,buy,float64,hsgt_top10,NA,,True,stock
737,sell,float64,hsgt_top10,NA,,True,stock
738,trade_date,object,ggt_top10,NA,,True,stock
739,ts_code,object,ggt_top10,NA,,True,stock
740,name,object,ggt_top10,NA,,True,stock
741,close,object,ggt_top10,NA,,True,stock
742,p_change,object,ggt_top10,NA,,True,stock
743,rank,object,ggt_top10,NA,,True,stock
744,market_type,object,ggt_top10,NA,,True,stock
745,amount,object,ggt_top10,NA,,True,stock
746,net_amount,object,ggt_top10,NA,,True,stock
747,sh_amount,object,ggt_top10,NA,,True,stock
748,sh_net_amount,object,ggt_top10,NA,,True,stock
749,sh_buy,object,ggt_top10,NA,,True,stock
750,sh_sell,object,ggt_top10,NA,,True,stock
751,sz_amount,object,ggt_top10,NA,,True,stock
752,sz_net_amount,object,ggt_top10,NA,,True,stock
753,sz_buy,object,ggt_top10,NA,,True,stock
754,sz_sell,object,ggt_top10,NA,,True,stock
755,trade_date,object,ggt_daily,NA,,True,stock
756,buy_amount,float64,ggt_daily,NA,,True,stock
757,buy_volume,float64,ggt_daily,NA,,True,stock
758,sell_amount,float64,ggt_daily,NA,,True,stock
759,sell_volume,float64,ggt_daily,NA,,True,stock
760,month,object,ggt_monthly,NA,,True,stock
761,day_buy_amt,float64,ggt_monthly,NA,,True,stock
762,day_buy_vol,float64,ggt_monthly,NA,,True,stock
763,day_sell_amt,float64,ggt_monthly,NA,,True,stock
764,day_sell_vol,float64,ggt_monthly,NA,,True,stock
765,total_buy_amt,float64,ggt_monthly,NA,,True,stock
766,total_buy_vol,float64,ggt_monthly,NA,,True,stock
767,total_sell_amt,float64,ggt_monthly,NA,,True,stock
768,total_sell_vol,float64,ggt_monthly,NA,,True,stock
769,ts_code,object,bak_daily,daily,,True,stock
770,trade_date,object,bak_daily,daily,,True,stock
771,name,object,bak_daily,daily,,True,stock
772,pct_change,float64,bak_daily,daily,,True,stock
773,close,float64,bak_daily,daily,,True,stock
774,change,float64,bak_daily,daily,,True,stock
775,open,float64,bak_daily,daily,,True,stock
776,high,float64,bak_daily,daily,,True,stock
777,low,float64,bak_daily,daily,,True,stock
778,pre_close,float64,bak_daily,daily,,True,stock
779,vol_ratio,float64,bak_daily,daily,,True,stock
780,turn_over,float64,bak_daily,daily,,True,stock
781,swing,float64,bak_daily,daily,,True,stock
782,vol,float64,bak_daily,daily,,True,stock
783,amount,float64,bak_daily,daily,,True,stock
784,selling,float64,bak_daily,daily,,True,stock
785,buying,float64,bak_daily,daily,,True,stock
786,total_share,float64,bak_daily,daily,,True,stock
787,float_share,float64,bak_daily,daily,,True,stock
788,pe,float64,bak_daily,daily,,True,stock
789,industry,object,bak_daily,daily,,True,stock
790,area,object,bak_daily,daily,,True,stock
791,float_mv,float64,bak_daily,daily,,True,stock
792,total_mv,float64,bak_daily,daily,,True,stock
793,avg_price,float64,bak_daily,daily,,True,stock
794,strength,float64,bak_daily,daily,,True,stock
795,activity,float64,bak_daily,daily,,True,stock
796,avg_turnover,float64,bak_daily,daily,,True,stock
797,attack,float64,bak_daily,daily,,True,stock
798,interval_3,float64,bak_daily,daily,,True,stock
799,interval_6,float64,bak_daily,daily,,True,stock
800,cash_div_tax,float64,dividend,NA,,True,stock
801,ex_date,object,dividend,NA,,True,stock
802,ts_code,object,dividend,NA,,True,stock
803,stk_co_rate,float64,dividend,NA,,True,stock
804,imp_ann_date,object,dividend,NA,,True,stock
805,record_date,object,dividend,NA,,True,stock
806,cash_div,float64,dividend,NA,,True,stock
807,end_date,object,dividend,NA,,True,stock
808,stk_bo_rate,float64,dividend,NA,,True,stock
809,div_listdate,object,dividend,NA,,True,stock
810,stk_div,float64,dividend,NA,,True,stock
811,div_proc,object,dividend,NA,,True,stock
812,base_date,object,dividend,NA,,False,stock
813,pay_date,object,dividend,NA,,True,stock
814,ann_date,object,dividend,NA,,True,stock
815,base_share,float64,dividend,NA,,False,stock
816,ts_code,object,fina_audit,NA,,True,stock
817,ann_date,object,fina_audit,NA,,True,stock
818,end_date,object,fina_audit,NA,,True,stock
819,audit_result,object,fina_audit,NA,,True,stock
820,audit_fees,float64,fina_audit,NA,,True,stock
821,audit_agency,object,fina_audit,NA,,True,stock
822,audit_sign,object,fina_audit,NA,,True,stock
823,ts_code,object,fina_mainbz,NA,,True,stock
824,end_date,object,fina_mainbz,NA,,True,stock
825,bz_item,object,fina_mainbz,NA,,True,stock
826,bz_code,object,fina_mainbz,NA,,True,stock
827,bz_sales,float64,fina_mainbz,NA,,True,stock
828,bz_profit,float64,fina_mainbz,NA,,True,stock
829,bz_cost,object,fina_mainbz,NA,,True,stock
830,curr_type,object,fina_mainbz,NA,,True,stock
831,end_date,object,disclosure_date,NA,,True,stock
832,ts_code,object,disclosure_date,NA,,True,stock
833,actual_date,object,disclosure_date,NA,,True,stock
834,modify_date,object,disclosure_date,NA,,False,stock
835,pre_date,object,disclosure_date,NA,,True,stock
836,ann_date,object,disclosure_date,NA,,True,stock
837,trade_date,object,margin,NA,,True,stock
838,exchange_id,object,margin,NA,,True,stock
839,rzye,float64,margin,NA,,True,stock
840,rzmre,float64,margin,NA,,True,stock
841,rzche,float64,margin,NA,,True,stock
842,rqye,float64,margin,NA,,True,stock
843,rqmcl,float64,margin,NA,,True,stock
844,rzrqye,float64,margin,NA,,True,stock
845,rqyl,object,margin,NA,,True,stock
846,trade_date,object,margin_detail,NA,,True,stock
847,ts_code,object,margin_detail,NA,,True,stock
848,rzye,float64,margin_detail,NA,,True,stock
849,rqye,float64,margin_detail,NA,,True,stock
850,rzmre,float64,margin_detail,NA,,True,stock
851,rqyl,float64,margin_detail,NA,,True,stock
852,rzche,float64,margin_detail,NA,,True,stock
853,rqchl,float64,margin_detail,NA,,True,stock
854,rqmcl,float64,margin_detail,NA,,True,stock
855,rzrqye,float64,margin_detail,NA,,True,stock
856,ts_code,object,margin_target,NA,,True,stock
857,mg_type,object,margin_target,NA,,True,stock
858,is_new,object,margin_target,NA,,True,stock
859,in_date,object,margin_target,NA,,True,stock
860,out_date,object,margin_target,NA,,True,stock
861,ann_date,object,margin_target,NA,,True,stock
862,ts_code,object,top10_holders,NA,,True,stock
863,ann_date,object,top10_holders,NA,,True,stock
864,end_date,object,top10_holders,NA,,True,stock
865,holder_name,object,top10_holders,NA,,True,stock
866,hold_amount,float64,top10_holders,NA,,True,stock
867,hold_ratio,float64,top10_holders,NA,,True,stock
868,hold_float_ratio,float64,top10_holders,NA,,True,stock
869,hold_change,float64,top10_holders,NA,,True,stock
870,holder_type,object,top10_holders,NA,,True,stock
871,ts_code,object,top10_floatholders,NA,,True,stock
872,ann_date,object,top10_floatholders,NA,,True,stock
873,end_date,object,top10_floatholders,NA,,True,stock
874,holder_name,object,top10_floatholders,NA,,True,stock
875,hold_amount,float64,top10_floatholders,NA,,True,stock
876,hold_ratio,float64,top10_floatholders,NA,,True,stock
877,hold_float_ratio,float64,top10_floatholders,NA,,True,stock
878,hold_change,float64,top10_floatholders,NA,,True,stock
879,holder_type,object,top10_floatholders,NA,,True,stock
880,code,object,top_list,NA,,True,stock
881,name,object,top_list,NA,,True,stock
882,pchange,object,top_list,NA,,True,stock
883,amount,object,top_list,NA,,True,stock
884,buy,object,top_list,NA,,True,stock
885,sell,object,top_list,NA,,True,stock
886,reason,object,top_list,NA,,True,stock
887,bratio,object,top_list,NA,,True,stock
888,sratio,object,top_list,NA,,True,stock
889,date,object,top_list,NA,,True,stock
890,trade_date,object,top_inst,NA,,True,stock
891,ts_code,object,top_inst,NA,,True,stock
892,exalter,object,top_inst,NA,,True,stock
893,buy,object,top_inst,NA,,True,stock
894,buy_rate,object,top_inst,NA,,True,stock
895,sell,object,top_inst,NA,,True,stock
896,sell_rate,object,top_inst,NA,,True,stock
897,net_buy,object,top_inst,NA,,True,stock
898,side,object,top_inst,NA,,True,stock
899,reason,object,top_inst,NA,,True,stock
900,ts_code,object,pledge_stat,NA,,True,stock
901,end_date,object,pledge_stat,NA,,True,stock
902,pledge_count,int64,pledge_stat,NA,,True,stock
903,unrest_pledge,float64,pledge_stat,NA,,True,stock
904,rest_pledge,float64,pledge_stat,NA,,True,stock
905,total_share,float64,pledge_stat,NA,,True,stock
906,pledge_ratio,float64,pledge_stat,NA,,True,stock
907,ts_code,object,pledge_detail,NA,,True,stock
908,ann_date,object,pledge_detail,NA,,True,stock
909,holder_name,object,pledge_detail,NA,,True,stock
910,pledge_amount,object,pledge_detail,NA,,True,stock
911,start_date,object,pledge_detail,NA,,True,stock
912,end_date,object,pledge_detail,NA,,True,stock
913,is_release,object,pledge_detail,NA,,True,stock
914,release_date,object,pledge_detail,NA,,True,stock
915,pledgor,object,pledge_detail,NA,,True,stock
916,holding_amount,object,pledge_detail,NA,,True,stock
917,pledged_amount,object,pledge_detail,NA,,True,stock
918,p_total_ratio,object,pledge_detail,NA,,True,stock
919,h_total_ratio,object,pledge_detail,NA,,True,stock
920,is_buyback,object,pledge_detail,NA,,True,stock
921,ts_code,object,repurchase,NA,,True,stock
922,ann_date,object,repurchase,NA,,True,stock
923,end_date,object,repurchase,NA,,True,stock
924,proc,object,repurchase,NA,,True,stock
925,exp_date,object,repurchase,NA,,True,stock
926,vol,object,repurchase,NA,,True,stock
927,amount,object,repurchase,NA,,True,stock
928,high_limit,object,repurchase,NA,,True,stock
929,low_limit,object,repurchase,NA,,True,stock
930,code,object,concept,NA,,True,stock
931,name,object,concept,NA,,True,stock
932,src,object,concept,NA,,True,stock
933,in_date,object,concept_detail,NA,,False,stock
934,concept_name,object,concept_detail,NA,,True,stock
935,out_date,object,concept_detail,NA,,False,stock
936,ts_code,object,concept_detail,NA,,True,stock
937,name,object,concept_detail,NA,,True,stock
938,id,object,concept_detail,NA,,True,stock
939,ts_code,object,share_float,NA,,True,stock
940,ann_date,object,share_float,NA,,True,stock
941,float_date,object,share_float,NA,,True,stock
942,float_share,float64,share_float,NA,,True,stock
943,float_ratio,float64,share_float,NA,,True,stock
944,holder_name,object,share_float,NA,,True,stock
945,share_type,object,share_float,NA,,True,stock
946,ts_code,object,block_trade,NA,,True,stock
947,trade_date,object,block_trade,NA,,True,stock
948,price,float64,block_trade,NA,,True,stock
949,vol,float64,block_trade,NA,,True,stock
950,amount,float64,block_trade,NA,,True,stock
951,buyer,object,block_trade,NA,,True,stock
952,seller,object,block_trade,NA,,True,stock
953,ts_code,object,stk_holdernumber,NA,,True,stock
954,ann_date,object,stk_holdernumber,NA,,True,stock
955,end_date,object,stk_holdernumber,NA,,True,stock
956,holder_num,int64,stk_holdernumber,NA,,True,stock
957,close_date,object,stk_holdertrade,NA,,False,stock
958,ts_code,object,stk_holdertrade,NA,,True,stock
959,total_share,float64,stk_holdertrade,NA,,True,stock
960,holder_name,object,stk_holdertrade,NA,,True,stock
961,after_ratio,float64,stk_holdertrade,NA,,True,stock
962,holder_type,object,stk_holdertrade,NA,,True,stock
963,in_de,object,stk_holdertrade,NA,,True,stock
964,change_ratio,float64,stk_holdertrade,NA,,True,stock
965,change_vol,float64,stk_holdertrade,NA,,True,stock
966,begin_date,object,stk_holdertrade,NA,,False,stock
967,after_share,float64,stk_holdertrade,NA,,True,stock
968,avg_price,float64,stk_holdertrade,NA,,True,stock
969,ann_date,object,stk_holdertrade,NA,,True,stock
970,ts_code,object,cyq_perf,NA,,True,stock
971,trade_date,object,cyq_perf,NA,,True,stock
972,his_low,float64,cyq_perf,NA,,True,stock
973,his_high,float64,cyq_perf,NA,,True,stock
974,cost_5pct,float64,cyq_perf,NA,,True,stock
975,cost_15pct,float64,cyq_perf,NA,,True,stock
976,cost_50pct,float64,cyq_perf,NA,,True,stock
977,cost_85pct,float64,cyq_perf,NA,,True,stock
978,cost_95pct,float64,cyq_perf,NA,,True,stock
979,weight_avg,float64,cyq_perf,NA,,True,stock
980,winner_rate,float64,cyq_perf,NA,,True,stock
981,ts_code,object,cyq_chips,NA,,True,stock
982,trade_date,object,cyq_chips,NA,,True,stock
983,price,float64,cyq_chips,NA,,True,stock
984,percent,float64,cyq_chips,NA,,True,stock
985,ts_code,object,stk_factor,NA,,True,stock
986,trade_date,object,stk_factor,NA,,True,stock
987,close,float64,stk_factor,NA,,True,stock
988,open,float64,stk_factor,NA,,True,stock
989,high,float64,stk_factor,NA,,True,stock
990,low,float64,stk_factor,NA,,True,stock
991,pre_close,float64,stk_factor,NA,,True,stock
992,change,float64,stk_factor,NA,,True,stock
993,pct_change,float64,stk_factor,NA,,True,stock
994,vol,float64,stk_factor,NA,,True,stock
995,amount,float64,stk_factor,NA,,True,stock
996,adj_factor,float64,stk_factor,NA,,True,stock
997,open_hfq,float64,stk_factor,NA,,True,stock
998,open_qfq,float64,stk_factor,NA,,True,stock
999,close_hfq,float64,stk_factor,NA,,True,stock
1000,close_qfq,float64,stk_factor,NA,,True,stock
1001,high_hfq,float64,stk_factor,NA,,True,stock
1002,high_qfq,float64,stk_factor,NA,,True,stock
1003,low_hfq,float64,stk_factor,NA,,True,stock
1004,low_qfq,float64,stk_factor,NA,,True,stock
1005,pre_close_hfq,float64,stk_factor,NA,,True,stock
1006,pre_close_qfq,float64,stk_factor,NA,,True,stock
1007,macd_dif,float64,stk_factor,NA,,True,stock
1008,macd_dea,float64,stk_factor,NA,,True,stock
1009,macd,float64,stk_factor,NA,,True,stock
1010,kdj_k,float64,stk_factor,NA,,True,stock
1011,kdj_d,float64,stk_factor,NA,,True,stock
1012,kdj_j,float64,stk_factor,NA,,True,stock
1013,rsi_6,float64,stk_factor,NA,,True,stock
1014,rsi_12,float64,stk_factor,NA,,True,stock
1015,rsi_24,float64,stk_factor,NA,,True,stock
1016,boll_upper,float64,stk_factor,NA,,True,stock
1017,boll_mid,float64,stk_factor,NA,,True,stock
1018,boll_lower,float64,stk_factor,NA,,True,stock
1019,cci,float64,stk_factor,NA,,True,stock
1020,trade_date,object,ccass_hold,NA,,True,stock
1021,ts_code,object,ccass_hold,NA,,True,stock
1022,name,object,ccass_hold,NA,,True,stock
1023,shareholding,object,ccass_hold,NA,,True,stock
1024,hold_nums,object,ccass_hold,NA,,True,stock
1025,hold_ratio,object,ccass_hold,NA,,True,stock
1026,trade_date,object,ccass_hold_detail,NA,,True,stock
1027,ts_code,object,ccass_hold_detail,NA,,True,stock
1028,name,object,ccass_hold_detail,NA,,True,stock
1029,col_participant_id,object,ccass_hold_detail,NA,,True,stock
1030,col_participant_name,object,ccass_hold_detail,NA,,True,stock
1031,col_shareholding,object,ccass_hold_detail,NA,,True,stock
1032,col_shareholding_percent,object,ccass_hold_detail,NA,,True,stock
1033,code,object,hk_hold,NA,,True,stock
1034,trade_date,object,hk_hold,NA,,True,stock
1035,ts_code,object,hk_hold,NA,,True,stock
1036,name,object,hk_hold,NA,,True,stock
1037,vol,int64,hk_hold,NA,,True,stock
1038,ratio,float64,hk_hold,NA,,True,stock
1039,exchange,object,hk_hold,NA,,True,stock
1040,trade_date,object,limit_list_d,NA,,True,stock
1041,ts_code,object,limit_list_d,NA,,True,stock
1042,industry,object,limit_list_d,NA,,True,stock
1043,name,object,limit_list_d,NA,,True,stock
1044,close,float64,limit_list_d,NA,,True,stock
1045,pct_chg,float64,limit_list_d,NA,,True,stock
1046,amount,float64,limit_list_d,NA,,True,stock
1047,limit_amount,object,limit_list_d,NA,,True,stock
1048,float_mv,float64,limit_list_d,NA,,True,stock
1049,total_mv,float64,limit_list_d,NA,,True,stock
1050,turnover_ratio,float64,limit_list_d,NA,,True,stock
1051,fd_amount,float64,limit_list_d,NA,,True,stock
1052,first_time,object,limit_list_d,NA,,True,stock
1053,last_time,object,limit_list_d,NA,,True,stock
1054,open_times,int64,limit_list_d,NA,,True,stock
1055,up_stat,object,limit_list_d,NA,,True,stock
1056,limit_times,float64,limit_list_d,NA,,True,stock
1057,limit,object,limit_list_d,NA,,True,stock
1058,ts_code,object,stk_surv,NA,,True,stock
1059,name,object,stk_surv,NA,,True,stock
1060,surv_date,object,stk_surv,NA,,True,stock
1061,org_type,object,stk_surv,NA,,True,stock
1062,rece_place,object,stk_surv,NA,,True,stock
1063,rece_org,object,stk_surv,NA,,True,stock
1064,content,object,stk_surv,NA,,False,stock
1065,fund_visitors,object,stk_surv,NA,,True,stock
1066,comp_rece,object,stk_surv,NA,,True,stock
1067,rece_mode,object,stk_surv,NA,,True,stock
1068,month,object,broker_recommend,NA,,True,stock
1069,broker,object,broker_recommend,NA,,True,stock
1070,ts_code,object,broker_recommend,NA,,True,stock
1071,name,object,broker_recommend,NA,,True,stock
1072,name,object,hm_list,NA,,True,stock
1073,desc,object,hm_list,NA,,True,stock
1074,orgs,object,hm_list,NA,,True,stock
